region,apt_name,dong,jibun,area_m2,price_manwon,floor,build_year,deal_year,deal_month,deal_day,deal_date,deal_ym,price_per_pyeong
수원시 영통구,신나무실신성,영통동,963-2,59.965,25500,19,1997,2017,6,28,2017-06-28,2017-06,1405.7850412740765
수원시 영통구,늘푸른벽산,망포동,488,134.944,32500,13,2000,2017,6,9,2017-06-09,2017-06,796.1710042684374
수원시 영통구,자연앤힐스테이트,이의동,1344,84.49,59900,1,2012,2017,6,10,2017-06-10,2017-06,2343.6787785536753
수원시 영통구,매탄주공5,매탄동,897,53.85,33700,4,1985,2017,6,17,2017-06-17,2017-06,2068.8107706592386
수원시 영통구,방죽마을영통뜨란채,망포동,707,84.72,32000,15,2005,2017,6,23,2017-06-23,2017-06,1248.649669499528
수원시 영통구,청명마을삼성,영통동,1046-1,92.233,40100,4,2001,2017,6,28,2017-06-28,2017-06,1437.257597606063
수원시 영통구,동수원자이1차,망포동,686,126.3534,37200,17,2001,2017,6,14,2017-06-14,2017-06,973.2683093608879
수원시 영통구,매탄주공4,매탄동,897,46.8,29900,4,1985,2017,6,16,2017-06-16,2017-06,2112.0388888888892
수원시 영통구,매탄주공5,매탄동,897,53.85,33500,4,1985,2017,6,10,2017-06-10,2017-06,2056.5329619312906
수원시 영통구,벽적골롯데,영통동,971-1,49.71,19000,3,2002,2017,6,23,2017-06-23,2017-06,1263.532488432911
수원시 영통구,매탄주공5,매탄동,897,73.92,43400,2,1985,2017,6,10,2017-06-10,2017-06,1940.905303030303
수원시 영통구,벽적골9단지주공,영통동,970-3,59.39,28700,9,1999,2017,6,1,2017-06-01,2017-06,1597.5157433911434
수원시 영통구,매탄주공5,매탄동,897,73.92,42500,3,1985,2017,6,3,2017-06-03,2017-06,1900.6561147186148
수원시 영통구,광교한양수자인,이의동,1211,84.247,47000,1,2011,2017,6,9,2017-06-09,2017-06,1844.2508338575853
수원시 영통구,청명마을(주공),영통동,1048-2,49.76,24900,6,1997,2017,6,21,2017-06-21,2017-06,1654.2286977491963
수원시 영통구,청명마을(주공),영통동,1048-2,59.94,25200,17,1997,2017,6,3,2017-06-03,2017-06,1389.825825825826
수원시 영통구,동수원자이1차,망포동,686,84.9688,32000,13,2001,2017,6,13,2017-06-13,2017-06,1244.9934564216512
수원시 영통구,자연앤힐스테이트,이의동,1344,84.41,67000,6,2012,2017,6,15,2017-06-15,2017-06,2623.961615922284
수원시 영통구,신나무실신원,영통동,965-2,101.714,41750,5,1999,2017,6,19,2017-06-19,2017-06,1356.913994140433
수원시 영통구,방죽마을영통뜨란채,망포동,707,84.68,29400,1,2005,2017,6,12,2017-06-12,2017-06,1147.7387812942843
수원시 영통구,황골마을신명,영통동,1054-3,59.99,22500,1,1997,2017,6,23,2017-06-23,2017-06,1239.8816469411568
수원시 영통구,망포마을쌍용1차,망포동,691,84.8697,32200,7,2002,2017,6,2,2017-06-02,2017-06,1254.237495831846
수원시 영통구,황골마을주공1,영통동,955-1,59.99,25900,6,1997,2017,6,19,2017-06-19,2017-06,1427.2415402567094
수원시 영통구,영통에듀파크(321동~327동),영통동,957-6,84.96,40700,15,1997,2017,6,10,2017-06-10,2017-06,1583.6400659133712
수원시 영통구,벽적골우성,영통동,973-3,59.84,26900,10,1998,2017,6,1,2017-06-01,2017-06,1486.063168449198
수원시 영통구,매탄위브하늘채,매탄동,1352,84.818,44700,19,2008,2017,6,13,2017-06-13,2017-06,1742.1922233488176
수원시 영통구,동남,매탄동,810-2,49.68,20000,11,1989,2017,6,20,2017-06-20,2017-06,1330.8373590982287
수원시 영통구,동남,매탄동,810-2,49.68,19900,11,1989,2017,6,26,2017-06-26,2017-06,1324.1831723027376
수원시 영통구,한양수자인,망포동,723,59.9617,36000,18,2013,2017,6,10,2017-06-10,2017-06,1984.746930123729
수원시 영통구,신나무실휴먼시아5단지,영통동,964-5,59.99,25500,9,1997,2017,6,3,2017-06-03,2017-06,1405.1991998666444
수원시 영통구,신나무실신안,영통동,963-2,59.965,23500,1,1997,2017,6,26,2017-06-26,2017-06,1295.5273909780706
수원시 영통구,동남,매탄동,810-2,49.68,19500,5,1989,2017,6,17,2017-06-17,2017-06,1297.5664251207731
수원시 영통구,우남퍼스트빌,매탄동,1274,130.727,44500,2,2002,2017,6,3,2017-06-03,2017-06,1125.3077023109227
수원시 영통구,영통센트럴파크뷰,영통동,948-4,59.99,26500,8,1999,2017,6,26,2017-06-26,2017-06,1460.3050508418069
수원시 영통구,광교호반베르디움,원천동,606,59.9831,42300,8,2014,2017,6,17,2017-06-17,2017-06,2331.245634186963
수원시 영통구,광교e편한세상,이의동,1326,120.594,79500,7,2012,2017,6,10,2017-06-10,2017-06,2179.304940544306
수원시 영통구,동남,매탄동,810-2,49.68,19800,14,1989,2017,6,29,2017-06-29,2017-06,1317.5289855072465
수원시 영통구,영통센트럴파크뷰,영통동,948-4,49.76,23500,19,1999,2017,6,19,2017-06-19,2017-06,1561.2198553054664
수원시 영통구,한양수자인,망포동,723,59.9617,36000,9,2013,2017,6,17,2017-06-17,2017-06,1984.746930123729
수원시 영통구,벽적골두산,영통동,973-3,59.84,27400,12,1997,2017,6,20,2017-06-20,2017-06,1513.6851604278074
수원시 영통구,주공그린빌2,매탄동,1260,84.45,34200,7,2002,2017,6,10,2017-06-10,2017-06,1338.7609236234457
수원시 영통구,광교시티아이,이의동,1253,43.85,34500,7,2015,2017,6,16,2017-06-16,2017-06,2600.914481185861
수원시 영통구,광교역참누리포레스트,이의동,1252,59.5477,39800,6,2015,2017,6,3,2017-06-03,2017-06,2209.5033057532028
수원시 영통구,동남,매탄동,810-2,49.68,20000,9,1989,2017,6,20,2017-06-20,2017-06,1330.8373590982287
수원시 영통구,주공,원천동,35,32.39,13800,7,1987,2017,6,5,2017-06-05,2017-06,1408.460635998765
수원시 영통구,광교호반베르디움,이의동,1184,117.643,59500,14,2011,2017,6,16,2017-06-16,2017-06,1671.9660328281325
수원시 영통구,광교LAKEPARK한양수자인,하동,1027,84.7654,48400,12,2012,2017,6,5,2017-06-05,2017-06,1887.5711080228489
수원시 영통구,광교e편한세상,이의동,1326,120.594,84000,36,2012,2017,6,17,2017-06-17,2017-06,2302.661823971342
수원시 영통구,신나무실풍림,영통동,967-2,84.9,38000,18,2000,2017,6,21,2017-06-21,2017-06,1479.627797408716
수원시 영통구,매탄주공4,매탄동,897,53.1,34000,2,1985,2017,6,17,2017-06-17,2017-06,2116.708097928437
수원시 영통구,방죽마을영통뜨란채,망포동,707,84.72,31700,21,2005,2017,6,21,2017-06-21,2017-06,1236.9435788479698
수원시 영통구,방죽마을영통뜨란채,망포동,707,84.72,32250,12,2005,2017,6,10,2017-06-10,2017-06,1258.404745042493
수원시 영통구,동수원자이2차,망포동,690,84.9394,34300,4,2002,2017,6,9,2017-06-09,2017-06,1334.9392625801454
수원시 영통구,그대가프리미어,망포동,720,101.6675,49700,5,2010,2017,6,10,2017-06-10,2017-06,1616.0352128261245
수원시 영통구,현대힐스테이트,매탄동,176,59.648,28300,2,2006,2017,6,8,2017-06-08,2017-06,1568.4371646995708
수원시 영통구,현대힐스테이트,매탄동,176,59.648,30500,17,2006,2017,6,1,2017-06-01,2017-06,1690.365142167382
수원시 영통구,영통e-편한세상,영통동,987-1,84.98,34400,9,2007,2017,6,15,2017-06-15,2017-06,1338.1915744881148
수원시 영통구,매탄주공4,매탄동,897,45.72,32000,1,1985,2017,6,23,2017-06-23,2017-06,2313.7707786526685
수원시 영통구,망포마을쌍용1차,망포동,691,84.8697,33000,13,2002,2017,6,21,2017-06-21,2017-06,1285.398675852513
수원시 영통구,동수원자이1차,망포동,686,84.9688,31700,13,2001,2017,6,3,2017-06-03,2017-06,1233.3216427676982
수원시 영통구,주공,원천동,35,32.39,14500,7,1987,2017,6,20,2017-06-20,2017-06,1479.9042914479778
수원시 영통구,광교역참누리포레스트,이의동,1252,59.5477,39500,2,2015,2017,6,28,2017-06-28,2017-06,2192.8487582223997
수원시 영통구,매탄위브하늘채,매탄동,1352,103.4857,55800,17,2008,2017,6,1,2017-06-01,2017-06,1782.5036695891317
수원시 영통구,삼성2,매탄동,810,54.66,20700,9,1989,2017,6,13,2017-06-13,2017-06,1251.922063666301
수원시 영통구,한국2,매탄동,1217,72.84,25450,6,1993,2017,6,27,2017-06-27,2017-06,1155.0330862163646
수원시 영통구,동수원자이1차,망포동,686,84.9688,30800,5,2001,2017,6,20,2017-06-20,2017-06,1198.3062018058395
수원시 영통구,주공그린빌4,매탄동,1280,84.45,35000,13,2002,2017,6,26,2017-06-26,2017-06,1370.0769686204853
수원시 영통구,e-편한세상,매탄동,1209,101.709,48500,25,2010,2017,6,19,2017-06-19,2017-06,1576.3727890353853
수원시 영통구,e-편한세상,매탄동,1209,101.709,50400,4,2010,2017,6,15,2017-06-15,2017-06,1638.127599327493
수원시 영통구,황골마을주공1,영통동,955-1,49.76,23800,14,1997,2017,6,17,2017-06-17,2017-06,1581.1503215434084
수원시 영통구,광교e편한세상,이의동,1326,120.594,77500,8,2012,2017,6,5,2017-06-05,2017-06,2124.4796590211786
수원시 영통구,주공그린빌5,매탄동,1282,59.92,28650,12,2002,2017,6,13,2017-06-13,2017-06,1580.6270026702268
수원시 영통구,주공그린빌5,매탄동,1282,45.88,22350,2,2002,2017,6,1,2017-06-01,2017-06,1610.3886224934613
수원시 영통구,삼성3,매탄동,1217-7,59.76,23500,3,1993,2017,6,12,2017-06-12,2017-06,1299.9715528781794
수원시 영통구,e-편한세상,매탄동,1209,84.9675,44500,12,2010,2017,6,20,2017-06-20,2017-06,1731.3455144614118
수원시 영통구,청명마을동신,영통동,956-2,99.87,47500,16,1998,2017,6,22,2017-06-22,2017-06,1572.2989886852909
수원시 영통구,주공그린빌4,매탄동,1280,84.45,32500,4,2002,2017,6,8,2017-06-08,2017-06,1272.2143280047364
수원시 영통구,신나무실쌍용,영통동,963-2,59.965,26000,11,1997,2017,6,10,2017-06-10,2017-06,1433.349453848078
수원시 영통구,극동의푸른별,망포동,704,84.89,26600,10,2005,2017,6,3,2017-06-03,2017-06,1035.8614677818352
수원시 영통구,삼성3,매탄동,1217-7,59.76,23000,3,1993,2017,6,7,2017-06-07,2017-06,1272.3125836680053
수원시 영통구,망포현대2아이파크,망포동,683,84.9945,31000,6,2002,2017,6,5,2017-06-05,2017-06,1205.7227232350328
수원시 영통구,망포현대2아이파크,망포동,683,164.8098,43000,16,2002,2017,6,3,2017-06-03,2017-06,862.5057490513308
수원시 영통구,매탄위브하늘채,매탄동,1352,84.7807,48500,14,2008,2017,6,26,2017-06-26,2017-06,1891.1297028686956
수원시 영통구,청명마을(주공),영통동,1048-2,49.76,23300,20,1997,2017,6,23,2017-06-23,2017-06,1547.932877813505
수원시 영통구,삼성1,원천동,333-3,49.14,15500,3,1992,2017,6,13,2017-06-13,2017-06,1042.7330077330078
수원시 영통구,주공그린빌5,매탄동,1282,59.92,28300,7,2002,2017,6,10,2017-06-10,2017-06,1561.3174232309746
수원시 영통구,영통SKVIEW,망포동,725,58.9742,36800,20,2016,2017,6,6,2017-06-06,2017-06,2062.8247606580503
수원시 영통구,현대,매탄동,810-1,84.94,30000,6,1989,2017,6,22,2017-06-22,2017-06,1167.5771132564164
수원시 영통구,한양수자인,망포동,723,105.6598,47300,18,2013,2017,6,17,2017-06-17,2017-06,1479.8848757995
수원시 영통구,한양수자인,망포동,723,122.3994,48500,14,2013,2017,6,13,2017-06-13,2017-06,1309.9026629215502
수원시 영통구,청명마을대우,영통동,956-2,164.76,50000,4,1998,2017,6,10,2017-06-10,2017-06,1003.216800194222
수원시 영통구,현대힐스테이트,매탄동,176,59.648,31400,15,2006,2017,6,5,2017-06-05,2017-06,1740.2447693133047
수원시 영통구,원천신미주,원천동,300-3,59.94,16500,20,1996,2017,6,19,2017-06-19,2017-06,910.0050050050052
수원시 영통구,동남,매탄동,810-2,49.68,18900,12,1989,2017,6,15,2017-06-15,2017-06,1257.6413043478262
수원시 영통구,한양수자인,망포동,723,59.9617,35100,9,2013,2017,6,23,2017-06-23,2017-06,1935.1282568706358
수원시 영통구,광교호반베르디움,원천동,606,59.983,41900,19,2014,2017,6,24,2017-06-24,2017-06,2309.204607972259
수원시 영통구,주공,원천동,35,41.3,19600,11,1987,2017,6,20,2017-06-20,2017-06,1568.8542372881357
수원시 영통구,광교호반베르디움,원천동,606,59.9718,42800,18,2014,2017,6,21,2017-06-21,2017-06,2359.246179037481
수원시 영통구,매탄레이크파크,매탄동,1230,59.99,22400,4,1999,2017,6,17,2017-06-17,2017-06,1234.3710618436405
수원시 영통구,매탄레이크파크,매탄동,1230,49.95,18600,4,1999,2017,6,20,2017-06-20,2017-06,1230.9885885885885
수원시 영통구,황골마을주공1,영통동,955-1,59.99,20000,1,1997,2017,6,21,2017-06-21,2017-06,1102.1170195032505
수원시 영통구,현대힐스테이트,매탄동,176,84.975,37000,23,2006,2017,6,6,2017-06-06,2017-06,1439.4186525448663
수원시 영통구,매탄위브하늘채,매탄동,1352,84.818,43450,18,2008,2017,6,9,2017-06-09,2017-06,1693.47320144309
수원시 영통구,신나무실휴먼시아5단지,영통동,964-5,49.59,20900,7,1997,2017,6,6,2017-06-06,2017-06,1393.2490421455936
수원시 영통구,황골마을주공1,영통동,955-1,59.8,25400,11,1997,2017,6,20,2017-06-20,2017-06,1404.1357859531774
수원시 영통구,센트럴하이츠,망포동,718,108.0249,44950,9,2010,2017,6,17,2017-06-17,2017-06,1375.5690586151898
수원시 영통구,광교호반베르디움,원천동,606,59.9718,42700,10,2014,2017,6,14,2017-06-14,2017-06,2353.7339216098235
수원시 영통구,황골마을주공1,영통동,955-1,59.99,25000,9,1997,2017,6,3,2017-06-03,2017-06,1377.6462743790632
수원시 영통구,매탄레이크파크,매탄동,1230,49.95,18800,18,1999,2017,6,16,2017-06-16,2017-06,1244.225025025025
수원시 영통구,신나무실건영,영통동,966-2,134.81,47700,11,2000,2017,6,17,2017-06-17,2017-06,1169.6955715451375
수원시 영통구,성일,매탄동,810-4,39.99,14500,6,1988,2017,6,20,2017-06-20,2017-06,1198.6521630407601
수원시 영통구,쌍용스윗닷홈2차,망포동,702,59.7494,23300,6,2004,2017,6,10,2017-06-10,2017-06,1289.1366273134124
수원시 영통구,매탄위브하늘채,매탄동,1352,59.9845,35900,15,2008,2017,6,8,2017-06-08,2017-06,1978.4814410389351
수원시 영통구,삼성3,매탄동,1217-7,59.76,23000,2,1993,2017,6,19,2017-06-19,2017-06,1272.3125836680053
수원시 영통구,삼성1,원천동,333-3,49.14,15500,4,1992,2017,6,1,2017-06-01,2017-06,1042.7330077330078
수원시 영통구,주공,원천동,35,32.39,14000,14,1987,2017,6,22,2017-06-22,2017-06,1428.8731089842543
수원시 영통구,동남,매탄동,810-2,49.68,19000,3,1989,2017,6,17,2017-06-17,2017-06,1264.2954911433173
수원시 영통구,한국2,매탄동,1217,72.84,29300,4,1993,2017,6,6,2017-06-06,2017-06,1329.763042284459
수원시 영통구,그대가프리미어,망포동,720,144.8077,56485,5,2010,2017,6,15,2017-06-15,2017-06,1289.4902204786072
수원시 영통구,한국2,매탄동,1217,72.84,28200,3,1993,2017,6,21,2017-06-21,2017-06,1279.840197693575
수원시 영통구,자연앤자이3단지,이의동,1339,101.67,77000,25,2012,2017,6,21,2017-06-21,2017-06,2503.6549621323893
수원시 영통구,매탄레이크파크,매탄동,1230,59.99,22900,10,1999,2017,6,17,2017-06-17,2017-06,1261.9239873312217
수원시 영통구,신나무실휴먼시아5단지,영통동,964-5,59.99,23000,8,1997,2017,6,21,2017-06-21,2017-06,1267.4345724287382
수원시 영통구,매탄위브하늘채,매탄동,1352,103.6419,52300,5,2008,2017,6,10,2017-06-10,2017-06,1668.1799542463039
수원시 영통구,신나무실휴먼시아5단지,영통동,964-5,59.99,24400,9,1997,2017,6,9,2017-06-09,2017-06,1344.5827637939656
수원시 영통구,원천레이크파크,원천동,548,59.99,23500,20,1999,2017,6,3,2017-06-03,2017-06,1294.9874979163194
수원시 영통구,황골마을주공1,영통동,955-1,49.76,22500,4,1997,2017,6,3,2017-06-03,2017-06,1494.7849678456591
수원시 영통구,삼성2,매탄동,810,54.66,20150,11,1989,2017,6,15,2017-06-15,2017-06,1218.6584339553606
수원시 영통구,래미안영통마크원2단지,신동,940,84.94,46300,15,2013,2017,6,3,2017-06-03,2017-06,1801.960678125736
수원시 영통구,한국2,매탄동,1217,72.84,26800,5,1993,2017,6,1,2017-06-01,2017-06,1216.3020318506315
수원시 영통구,현대힐스테이트,매탄동,176,84.975,36000,1,2006,2017,6,7,2017-06-07,2017-06,1400.5154457193294
수원시 영통구,살구골마을진덕서광성지동아,영통동,988-2,101.25,39000,12,1998,2017,6,20,2017-06-20,2017-06,1273.3451851851853
수원시 영통구,벽적골9단지주공,영통동,970-3,59.39,29300,15,1999,2017,6,2,2017-06-02,2017-06,1630.913285064826
수원시 영통구,벽적골한신,영통동,973-3,59.73,27700,18,1997,2017,6,21,2017-06-21,2017-06,1533.076510966014
수원시 영통구,신나무실휴먼시아5단지,영통동,964-5,59.99,24600,16,1997,2017,6,5,2017-06-05,2017-06,1355.603933988998
수원시 영통구,청명마을대우,영통동,956-2,99.87,44200,1,1998,2017,6,2,2017-06-02,2017-06,1463.065585260839
수원시 영통구,원천성일,매탄동,1199,49.94,18200,1,1992,2017,6,13,2017-06-13,2017-06,1204.756908289948
수원시 영통구,삼정라츠,망포동,717,84.8542,27630,11,2008,2017,6,16,2017-06-16,2017-06,1076.4258457448188
수원시 영통구,매탄레이크파크,매탄동,1230,49.95,18100,2,1999,2017,6,20,2017-06-20,2017-06,1197.8974974974974
수원시 영통구,삼성2,매탄동,810,84.87,28150,7,1989,2017,6,12,2017-06-12,2017-06,1096.480146105809
수원시 영통구,신나무실휴먼시아5단지,영통동,964-5,59.99,24500,12,1997,2017,6,10,2017-06-10,2017-06,1350.0933488914818
수원시 영통구,영통3풍림아이원,영통동,1093,84.877,31250,8,2002,2017,6,9,2017-06-09,2017-06,1217.1289041789885
수원시 영통구,현대,영통동,989-2,99.58,46700,15,1998,2017,6,17,2017-06-17,2017-06,1550.3199437638082
수원시 영통구,성일,매탄동,810-4,49.68,19400,14,1988,2017,6,10,2017-06-10,2017-06,1290.9122383252818
수원시 영통구,삼성2,매탄동,810,84.81,28500,8,1989,2017,6,15,2017-06-15,2017-06,1110.8984789529536
수원시 영통구,삼성1,매탄동,810-3,67.13,24500,3,1988,2017,6,15,2017-06-15,2017-06,1206.4963503649637
수원시 영통구,현대,매탄동,810-1,70.96,26400,13,1989,2017,6,14,2017-06-14,2017-06,1229.891770011274
수원시 영통구,현대,매탄동,810-1,70.96,26200,15,1989,2017,6,16,2017-06-16,2017-06,1220.5744081172493
수원시 영통구,매탄주공4,매탄동,897,46.8,30000,5,1985,2017,6,14,2017-06-14,2017-06,2119.1025641025644
수원시 영통구,현대힐스테이트,매탄동,176,84.975,39000,18,2006,2017,6,14,2017-06-14,2017-06,1517.2250661959401
수원시 영통구,한양수자인,망포동,723,59.9617,35600,15,2013,2017,6,16,2017-06-16,2017-06,1962.6941864556877
수원시 영통구,삼성1,매탄동,810-3,44.45,19100,2,1988,2017,6,16,2017-06-16,2017-06,1420.489988751406
수원시 영통구,삼성1,매탄동,810-3,55.16,22000,2,1988,2017,6,14,2017-06-14,2017-06,1318.4844089920234
수원시 영통구,청명마을대우,영통동,956-2,99.87,47900,3,1998,2017,6,10,2017-06-10,2017-06,1585.539401221588
수원시 영통구,영통센트럴파크뷰,영통동,948-4,59.99,26500,13,1999,2017,6,10,2017-06-10,2017-06,1460.3050508418069
수원시 영통구,황골마을주공1,영통동,955-1,59.99,27400,18,1997,2017,6,6,2017-06-06,2017-06,1509.9003167194533
수원시 영통구,신나무실휴먼시아5단지,영통동,964-5,49.59,21000,10,1997,2017,6,16,2017-06-16,2017-06,1399.915305505142
수원시 영통구,황골마을주공1,영통동,955-1,59.99,25200,5,1997,2017,6,5,2017-06-05,2017-06,1388.6674445740957
수원시 영통구,해피홈타운,망포동,295-3,67.68,17800,8,2005,2017,6,14,2017-06-14,2017-06,869.4332151300235
수원시 영통구,늘푸른벽산,망포동,488,59.884,23600,14,2000,2017,6,6,2017-06-06,2017-06,1302.8000801549663
수원시 영통구,벽적골9단지주공,영통동,970-3,59.39,29000,18,1999,2017,6,13,2017-06-13,2017-06,1614.2145142279846
수원시 영통구,청명마을대우,영통동,956-2,134.64,47500,19,1998,2017,6,6,2017-06-06,2017-06,1166.2618835412954
수원시 영통구,성일,매탄동,810-4,49.68,18700,1,1988,2017,6,17,2017-06-17,2017-06,1244.332930756844
수원시 영통구,청명마을동신,영통동,956-2,134.64,50000,10,1998,2017,6,5,2017-06-05,2017-06,1227.6440879382055
수원시 영통구,황골마을주공1,영통동,955-1,49.76,23100,8,1997,2017,6,13,2017-06-13,2017-06,1534.6459003215434
수원시 영통구,늘푸른벽산,망포동,488,59.884,24250,14,2000,2017,6,6,2017-06-06,2017-06,1338.6822857524548
수원시 영통구,매탄주공5,매탄동,897,83.1,45000,6,1985,2017,6,7,2017-06-07,2017-06,1790.1444043321303
수원시 영통구,삼정라츠,망포동,717,84.8542,27000,9,2008,2017,6,15,2017-06-15,2017-06,1051.8819339525917
수원시 영통구,건영1차,영통동,1047-1,99.96,42000,10,1999,2017,6,13,2017-06-13,2017-06,1388.9915966386557
수원시 영통구,망포벽산이빌리지,망포동,696,84.9,26000,6,2002,2017,6,6,2017-06-06,2017-06,1012.37691401649
수원시 영통구,동남,매탄동,810-2,49.68,18100,15,1989,2017,6,3,2017-06-03,2017-06,1204.407809983897
수원시 영통구,매탄주공5,매탄동,897,73.92,43000,2,1985,2017,6,6,2017-06-06,2017-06,1923.016774891775
수원시 영통구,청명마을동신,영통동,956-2,134.64,51500,16,1998,2017,6,14,2017-06-14,2017-06,1264.4734105763519
수원시 영통구,주공그린빌2,매탄동,1260,84.45,33000,9,2002,2017,6,5,2017-06-05,2017-06,1291.7868561278863
수원시 영통구,신나무실동보,영통동,968,84.9,34500,15,1997,2017,6,9,2017-06-09,2017-06,1343.3462897526501
수원시 영통구,원천성일,매탄동,1199,49.94,20050,4,1992,2017,6,3,2017-06-03,2017-06,1327.2184621545855
수원시 영통구,벽적골주공휴먼시아8단지,영통동,972-2,49.59,22400,9,1997,2017,6,19,2017-06-19,2017-06,1493.2429925388183
수원시 영통구,건영1차,영통동,1047-1,99.96,41700,13,1999,2017,6,12,2017-06-12,2017-06,1379.0702280912367
수원시 영통구,신나무실신성,영통동,963-2,59.965,24800,20,1997,2017,6,12,2017-06-12,2017-06,1367.1948636704744
수원시 영통구,영통에듀파크(331동~337동),영통동,957-6,84.96,42800,15,1997,2017,6,10,2017-06-10,2017-06,1665.3512241054616
수원시 영통구,래미안영통마크원1단지,신동,939,97.9,48000,13,2013,2017,6,12,2017-06-12,2017-06,1620.8212461695607
수원시 영통구,동수원자이1차,망포동,686,84.9688,32000,20,2001,2017,6,17,2017-06-17,2017-06,1244.9934564216512
수원시 영통구,매탄주공5,매탄동,897,83.14,44750,3,1985,2017,6,6,2017-06-06,2017-06,1779.3426750060141
수원시 영통구,동수원자이1차,망포동,686,84.9688,31500,10,2001,2017,6,15,2017-06-15,2017-06,1225.540433665063
수원시 영통구,성일,매탄동,810-4,39.99,16700,5,1988,2017,6,13,2017-06-13,2017-06,1380.5166291572893
수원시 영통구,성일,매탄동,810-4,49.68,20000,11,1988,2017,6,5,2017-06-05,2017-06,1330.8373590982287
수원시 영통구,동수원자이1차,망포동,686,84.9688,32800,12,2001,2017,6,10,2017-06-10,2017-06,1276.1182928321925
수원시 영통구,매탄위브하늘채,매탄동,1352,84.7273,45000,21,2008,2017,6,13,2017-06-13,2017-06,1755.7623103769388
수원시 영통구,광교호반베르디움,원천동,606,59.9718,42300,10,2014,2017,6,15,2017-06-15,2017-06,2331.6848918991927
수원시 영통구,광교호반베르디움,원천동,606,59.9306,41900,11,2014,2017,6,14,2017-06-14,2017-06,2311.2236486869815
수원시 영통구,원천레이크파크,원천동,548,84.79,33000,18,1999,2017,6,12,2017-06-12,2017-06,1286.6069111923575
수원시 영통구,주공,원천동,35,49.94,22700,14,1987,2017,6,12,2017-06-12,2017-06,1502.6363636363637
수원시 영통구,주공그린빌5,매탄동,1282,45.88,22900,5,2002,2017,6,3,2017-06-03,2017-06,1650.0178727114212
수원시 영통구,신나무실쌍용,영통동,963-2,59.965,26800,9,1997,2017,6,6,2017-06-06,2017-06,1477.4525139664804
수원시 영통구,방죽마을영통뜨란채,망포동,707,84.72,29800,4,2005,2017,6,16,2017-06-16,2017-06,1162.8050047214354
수원시 영통구,주공,원천동,35,32.39,14000,6,1987,2017,6,13,2017-06-13,2017-06,1428.8731089842543
수원시 영통구,성일,매탄동,810-4,49.68,19500,11,1988,2017,6,12,2017-06-12,2017-06,1297.5664251207731
수원시 영통구,벽산(1053-2),영통동,1053-2,84.96,32200,18,1997,2017,6,1,2017-06-01,2017-06,1252.9044256120528
수원시 영통구,매탄위브하늘채,매탄동,1352,84.7273,45500,23,2008,2017,6,6,2017-06-06,2017-06,1775.2707804922381
수원시 영통구,벽적골9단지주공,영통동,970-3,59.39,28700,14,1999,2017,6,15,2017-06-15,2017-06,1597.5157433911434
수원시 영통구,청명마을삼성,영통동,1046-1,164.947,54500,14,2001,2017,6,1,2017-06-01,2017-06,1092.266606849473
수원시 영통구,e편한세상영통2차(2단지),망포동,727,74.5822,36500,19,2016,2017,6,12,2017-06-12,2017-06,1617.8350866560654
수원시 영통구,광교호반베르디움,원천동,606,59.9306,41500,6,2014,2017,6,1,2017-06-01,2017-06,2289.159461110017
수원시 영통구,자연앤힐스테이트,이의동,1344,84.28,66800,9,2012,2017,6,3,2017-06-03,2017-06,2620.1642145230185
수원시 영통구,황골마을주공1,영통동,955-1,59.99,25800,11,1997,2017,6,1,2017-06-01,2017-06,1421.7309551591932
수원시 영통구,광교호반베르디움,원천동,606,59.983,43500,30,2014,2017,6,10,2017-06-10,2017-06,2397.384258873348
수원시 영통구,광교호반베르디움,원천동,606,59.9718,42500,13,2014,2017,6,2,2017-06-02,2017-06,2342.709406754508
수원시 영통구,벽산(1053-2),영통동,1053-2,84.96,34500,11,1997,2017,6,15,2017-06-15,2017-06,1342.3975988700568
수원시 영통구,벽적골9단지주공,영통동,970-3,49.26,24700,14,1999,2017,6,14,2017-06-14,2017-06,1657.5976451481934
수원시 영통구,태영,영통동,969-1,84.91,36600,17,1997,2017,6,6,2017-06-06,2017-06,1424.9473560240256
수원시 영통구,풍림,영통동,1053-2,84.84,36400,4,1997,2017,6,9,2017-06-09,2017-06,1418.3300330033003
수원시 영통구,주공그린빌2,매탄동,1260,84.45,32500,4,2002,2017,6,8,2017-06-08,2017-06,1272.2143280047364
수원시 영통구,동수원자이1차,망포동,686,147.5852,37800,15,2001,2017,6,14,2017-06-14,2017-06,846.692215750631
수원시 영통구,자연앤힐스테이트,이의동,1344,84.28,67500,10,2012,2017,6,13,2017-06-13,2017-06,2647.621025154248
수원시 영통구,삼성2,매탄동,810,84.87,28300,10,1989,2017,6,10,2017-06-10,2017-06,1102.322846706728
수원시 영통구,황골마을주공1,영통동,955-1,59.99,21900,1,1997,2017,6,13,2017-06-13,2017-06,1206.8181363560593
수원시 영통구,현대힐스테이트,매탄동,176,84.975,36000,15,2006,2017,6,13,2017-06-13,2017-06,1400.5154457193294
수원시 영통구,자연앤자이1단지,이의동,1367,116.43,82000,28,2012,2017,6,10,2017-06-10,2017-06,2328.228119900369
수원시 영통구,자연앤힐스테이트,이의동,1344,84.49,70800,18,2012,2017,6,12,2017-06-12,2017-06,2770.157888507516
수원시 영통구,매탄주공4,매탄동,897,46.8,30000,1,1985,2017,6,6,2017-06-06,2017-06,2119.1025641025644
